category	file	line	pattern_type	message	code	source_crate
Parse	crates/core/src/parser.rs	9492	parser_error	Expected string value for net_execution policy	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9498	parser_error	Expected 'policy' parameter in @net_execution	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9504	parser_error	Expected 'policy' parameter in @net_execution	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9523	parser_error	Expected 'tags' field after @ability_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9529	parser_error	Expected 'tags' field after @ability_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9544	parser_error	Expected 'required' field after @activation_required_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9550	parser_error	Expected 'required' field after @activation_required_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9565	parser_error	Expected 'blocked' field after @activation_blocked_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9571	parser_error	Expected 'blocked' field after @activation_blocked_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9586	parser_error	Expected 'owned' field after @activation_owned_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9592	parser_error	Expected 'owned' field after @activation_owned_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9607	parser_error	Expected 'cancel' field after @cancel_abilities_with_tag	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9613	parser_error	Expected 'cancel' field after @cancel_abilities_with_tag	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9628	parser_error	Expected 'block' field after @block_abilities_with_tag	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9634	parser_error	Expected 'block' field after @block_abilities_with_tag	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9653	parser_error	Expected 'effect' field after @cost	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9659	parser_error	Expected 'effect' field after @cost	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9678	parser_error	Expected 'effect' field after @cooldown	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9684	parser_error	Expected 'effect' field after @cooldown	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9702	parser_error	Unknown attribute in @ability: @{}	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9714	parser_error	Expected attribute (@instancing, @ability_tags, etc.) or method (fn) in ability body	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9757	parser_error	Expected string in array	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9862	parser_error	Expected string value for duration type	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9868	parser_error	Expected 'type' parameter in @duration	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9891	parser_error	Expected numeric value for duration	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9918	parser_error	Expected numeric value for period	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9941	parser_error	Expected boolean value for execute_on_application	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9967	parser_error	Expected string value for attribute	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	9987	parser_error	Expected string value for operation	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10018	parser_error	Expected numeric value after minus	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10024	parser_error	Expected numeric value for magnitude	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10055	parser_error	Expected string value for stacking type	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10072	parser_error	Expected integer value for stacking limit	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10089	parser_error	Expected 'tags' field after @owned_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10095	parser_error	Expected 'tags' field after @owned_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10110	parser_error	Expected 'tags' field after @granted_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10116	parser_error	Expected 'tags' field after @granted_tags	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10312	parser_error	Expected field name	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10325	parser_error	Expected string for tag	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10336	parser_error	Invalid cue type '{}'. Valid: Static, Actor	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10348	parser_error	Expected string for type	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10362	parser_error	Expected true or false	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10441	parser_error	Unknown gameplay cue field: {}	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10455	parser_error	Gameplay cue must have 'tag' field	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10659	parser_error	Unexpected token in ability task: {}	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10744	parser_error	Invalid trace type '{}'. Valid: Line, Sphere, Cone, Box, Cylinder	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10751	parser_error	Expected string for trace_type	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10766	parser_error	Expected number for max_range	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10778	parser_error	Expected string for trace_channel	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10790	parser_error	Expected string for reticle_class	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10839	parser_error	Unknown filter field: {}	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10925	parser_error	Unknown target actor field: {}	KAIN-PARSE-XXXX	core
Parse	crates/core/src/parser.rs	10995	parser_error	Expected field name or fn	KAIN-PARSE-XXXX	core
Parse	crates/error/src/builder.rs	16	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/builder.rs	20	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/builder.rs	24	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/builder.rs	28	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/builder.rs	32	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/builder.rs	36	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/builder.rs	40	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/builder.rs	44	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/builder.rs	48	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/diagnostic_registry.rs	79	DiagnosticCode	ParseGeneric	KAIN-PARSE-0001	error
Parse	crates/error/src/diagnostic_registry.rs	79	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	249	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	250	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	362	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	363	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	370	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	371	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	599	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	607	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	725	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	728	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	813	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	858	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/src/error.rs	859	DiagnosticCode	ParseExpectedToken	KAIN-PARSE-0002	error
Parse	crates/error/src/report.rs	694	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	68	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	82	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	109	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	129	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	150	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	164	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	254	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	256	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	258	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/error/tests/integration.rs	267	ErrorKind	Parse	KAIN-PARSE-XXXX	error
Parse	crates/semantic/examples/semantic_probe.rs	49	DiagnosticCode	ParseMissingDelimiterBeforeNewline	KAIN-PARSE-0005	semantic
Parse	crates/semantic/src/expert.rs	1014	DiagnosticCode	ParseMissingDelimiterBeforeNewline	KAIN-PARSE-0005	semantic
Parse	crates/semantic/src/expert.rs	1028	DiagnosticCode	ParseMissingDelimiterBeforeNewline	KAIN-PARSE-0005	semantic
Patch	crates/error/src/builder.rs	383	ErrorKind	Patch	KAIN-PATCH-XXXX	error
Patch	crates/error/src/builder.rs	387	ErrorKind	Patch	KAIN-PATCH-XXXX	error
Patch	crates/error/src/builder.rs	391	ErrorKind	Patch	KAIN-PATCH-XXXX	error
Patch	crates/error/src/builder.rs	395	ErrorKind	Patch	KAIN-PATCH-XXXX	error
Patch	crates/error/src/builder.rs	399	ErrorKind	Patch	KAIN-PATCH-XXXX	error
Patch	crates/error/src/builder.rs	403	ErrorKind	Patch	KAIN-PATCH-XXXX	error
Patch	crates/error/src/builder.rs	407	ErrorKind	Patch	KAIN-PATCH-XXXX	error
Patch	crates/error/src/diagnostic_registry.rs	98	DiagnosticCode	PatchGeneric	KAIN-PATCH-0001	error
Patch	crates/error/src/diagnostic_registry.rs	98	ErrorKind	Patch	KAIN-PATCH-XXXX	error
Patch	crates/error/src/report.rs	713	ErrorKind	Patch	KAIN-PATCH-XXXX	error
PulseBudget	crates/core/src/types.rs	6418	type_error_with_code	allocation in pulse with budget(alloc=0): '{}' in pulse '{}'\n  = note: pulse '{}' budget(alloc={}) forbids allocations\n  = help: pre-allocate buffers before the pulse starts, or increase budget	KAIN-PULSE-BUDGET-0001	core
PulseBudget	crates/core/src/types.rs	6419	DiagnosticCode	PulseBudgetAlloc	KAIN-PULSE-BUDGET-0001	core
PulseBudget	crates/core/src/types.rs	6439	type_error_with_code	locking operation in pulse with budget(lock=0): '{}' in pulse '{}'\n  = note: pulse '{}' budget(lock={}) forbids locking operations\n  = help: move lock acquisition outside the pulse body, or increase budget	KAIN-PULSE-BUDGET-0002	core
PulseBudget	crates/core/src/types.rs	6440	DiagnosticCode	PulseBudgetLock	KAIN-PULSE-BUDGET-0002	core
PulseBudget	crates/core/src/types.rs	6460	type_error_with_code	I/O operation in pulse with budget(io=0): '{}' in pulse '{}'\n  = note: pulse '{}' budget(io={}) forbids I/O operations\n  = help: perform I/O during initialization, not in the callback, or increase budget	KAIN-PULSE-BUDGET-0003	core
PulseBudget	crates/core/src/types.rs	6461	DiagnosticCode	PulseBudgetIO	KAIN-PULSE-BUDGET-0003	core
PulseBudget	crates/core/src/types.rs	6504	type_error_with_code	ownership operation in pulse with budget(lock=0): '{}' in pulse '{}'\n  = note: pulse '{}' budget(lock={}) forbids ownership operations\n  = help: pre-allocate buffers on the main thread and use non-owning views	KAIN-PULSE-BUDGET-0002	core
PulseBudget	crates/core/src/types.rs	6505	DiagnosticCode	PulseBudgetLock	KAIN-PULSE-BUDGET-0002	core
Runtime	crates/3d/src/host.rs	153	KainError::runtime	Unknown GeometryTopology variant `{variant}`	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	213	KainError::runtime	invalid geometry: {error}	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	217	KainError::runtime	invalid geometry: {error}	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	325	KainError::runtime	VolumeMask bridge is not implemented	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	363	KainError::runtime	Unknown Field variant `{variant}`	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	449	KainError::runtime	Unknown Modifier variant `{variant}`	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	478	KainError::runtime	Unknown BrushFalloff variant `{variant}`	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	531	KainError::runtime	__zen3d_triangle_geometry invalid geometry: {error}	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	537	KainError::runtime	__zen3d_triangle_geometry invalid geometry: {error}	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	543	KainError::runtime	__zen3d_triangle_geometry expects (Array<Vec3>, Array<Vec3>, Array<Vec2>, Array<Int>)	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	572	KainError::runtime	__zen3d_orbit_camera expects (Vec3, Float, Float)	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	586	KainError::runtime	__zen3d_radial_field expects (Vec3, Float, Float)	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	600	KainError::runtime	__zen3d_twist expects (Vec3, Float)	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	613	KainError::runtime	__zen3d_noise_displace expects (Float, Float)	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	628	KainError::runtime	__zen3d_brush expects (Float, Float)	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	638	KainError::runtime	{name} expects a single argument	KAIN-RUNTIME-XXXX	3d
Runtime	crates/3d/src/host.rs	649	KainError::runtime	{name} received an index outside u32 range	KAIN-RUNTIME-XXXX	3d
Runtime	crates/c-ffi/src/extract.rs	44	KainError::runtime	C FFI extraction failed for '{}': libclang={}; lang_c={}; regex={}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/extract.rs	59	KainError::runtime	Filesystem error: {error}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/extract.rs	99	KainError::runtime	kain-import could not parse C FFI header '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	95	KainError::runtime	Failed to serialize C FFI binding report for '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	102	KainError::runtime	Failed to serialize C FFI binding manifest for '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	109	KainError::runtime	Failed to serialize packaged C FFI bridge manifest for '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	164	KainError::runtime	Filesystem error: {error}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	415	KainError::runtime	Failed to read Kain byte array	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	419	KainError::runtime	Expected byte-sized Int in array, got {other:?}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	424	KainError::runtime	Expected Array<Int> for byte buffer, got {other:?}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	447	KainError::runtime	expected a C ABI opaque handle	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	449	KainError::runtime	expected C ABI handle for {}, got {}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	455	KainError::runtime	expected C ABI pointer depth {}, got {}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	475	KainError::runtime	expected a C ABI callback handle	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	477	KainError::runtime	expected C ABI callback handle for {}, got {}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	490	KainError::runtime	Expected Bool, got {other:?}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	497	KainError::runtime	Expected Int, got {other:?}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	505	KainError::runtime	Expected Float, got {other:?}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	512	KainError::runtime	Expected String, got {other:?}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/generate.rs	560	KainError::runtime	Failed to resolve packaged C shared library for {} (env: {})	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	133	KainError::runtime	Failed to read packaged C FFI manifest '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	140	KainError::runtime	Failed to parse packaged C FFI manifest '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	152	KainError::runtime	Failed to resolve packaged shared library '{}' for C import '{}'	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	162	KainError::runtime	Failed to resolve packaged bridge library '{}' for C import '{}'	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	225	KainError::runtime	C FFI import '{}' uses tier {:?}, which is native-link only and cannot be loaded by the live dynamic bridge	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	344	KainError::runtime	C ABI FFI is currently available in Interpret, Test, Rust/native packaging, and LLVM lanes	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	673	KainError::runtime	Failed to load C FFI bridge '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	680	KainError::runtime	Bridge '{}' is missing symbol '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	718	KainError::runtime	Failed to run cargo build for C FFI bridge '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	724	KainError::runtime	Cargo build failed for C FFI bridge '{}'	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	730	KainError::runtime	C FFI bridge build succeeded but '{}' was not produced	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	761	KainError::runtime	C FFI {label} link input '{}' does not exist	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	773	KainError::runtime	C FFI shared library {} does not exist	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	807	KainError::runtime	C FFI source '{}' does not exist	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	854	KainError::runtime	Failed to launch clang for C FFI {:?} source '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	861	KainError::runtime	clang failed while compiling C FFI {:?} source '{}' to LLVM bitcode	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	900	KainError::runtime	C FFI blade discovery failed while resolving '{import_name}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	944	KainError::runtime	Could not resolve C FFI import '{import_name}' from nearest KAIN.toml, discovered blades, local headers, runtime/native/include, or vcpkg	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	965	KainError::runtime	Natural C include '{}' found header '{}' but no sibling .c source file to link	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	1319	KainError::runtime	System {} include requires a repo root so the compiler-owned shim header can be used	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	1326	KainError::runtime	System {} include expected shim header at '{}'	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	1634	KainError::runtime	C FFI header '{}' does not exist	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	1686	KainError::runtime	Failed to parse '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	1696	KainError::runtime	Failed to parse [c_ffi] in '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	1985	KainError::runtime	Failed to parse cached C FFI packaged bridge manifest '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	1995	KainError::runtime	Cached C FFI packaged bridge manifest '{}' did not contain any imports	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/lib.rs	2065	KainError::runtime	Filesystem error: {error}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/libclang_extract.rs	33	KainError::runtime	libclang: could not read header '{}': {e}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/libclang_extract.rs	71	KainError::runtime	libclang: failed to create index	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/libclang_extract.rs	77	KainError::runtime	libclang: header path contains null byte	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/libclang_extract.rs	93	KainError::runtime	libclang: failed to parse '{}'	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/libclang_extract.rs	154	KainError::runtime	libclang: no functions extracted from '{}'	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/platform.rs	257	KainError::runtime	Failed to serialize platform package lock: {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/platform.rs	782	KainError::runtime	Filesystem error: {error}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg.rs	113	KainError::runtime	vcpkg executable not found. Set KAIN_VCPKG_EXE or VCPKG_ROOT, or install vcpkg to ~/.kain/vcpkg/	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg.rs	175	KainError::runtime	failed to create vcpkg root {}: {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg.rs	194	KainError::runtime	failed to launch vcpkg for '{}': {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg.rs	202	KainError::runtime	vcpkg install failed for '{}' version '{}': {}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg.rs	212	KainError::runtime	failed to write vcpkg sentinel {}: {err}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg_setup.rs	30	KainError::runtime	Failed to create vcpkg root {}: {e}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg_setup.rs	46	KainError::runtime	Failed to run git clone for vcpkg: {e}. \                      Is git installed and on your PATH?	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg_setup.rs	52	KainError::runtime	git clone of vcpkg failed. Check your network connection and try again.	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg_setup.rs	71	KainError::runtime	Failed to run vcpkg bootstrap script {}: {e}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg_setup.rs	77	KainError::runtime	vcpkg bootstrap failed. Check the output above for details.	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg_setup.rs	89	KainError::runtime	vcpkg bootstrap completed but binary not found at {}. \              Check the bootstrap output above for errors.	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg_setup.rs	103	KainError::runtime	vcpkg was installed but failed to run: {e}	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/c-ffi/src/vcpkg_setup.rs	108	KainError::runtime	vcpkg binary was built but `vcpkg version` failed.	KAIN-RUNTIME-XXXX	c-ffi
Runtime	crates/cli/src/fabric.rs	16	KainError::runtime	Fabric init failed: {err}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/fabric.rs	30	KainError::runtime	Fabric validate failed: {err}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/fabric.rs	36	KainError::runtime	Fabric run failed: {err}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/fabric.rs	40	KainError::runtime	Fabric execution failed. Report: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	74	KainError::runtime	GPU artifact generation requires both gpu and sys features	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	144	KainError::runtime	Failed to create output directory {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	155	KainError::runtime	Failed to write Rust GPU host output {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	162	KainError::runtime	Failed to write GPU reflection output {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	169	KainError::runtime	Failed to write shader bundle output {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	181	KainError::runtime	Failed to write SPIR-V output {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	194	KainError::runtime	Failed to write derived HLSL output {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	208	KainError::runtime	Failed to write derived WGSL output {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	222	KainError::runtime	Failed to write derived PTX output {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	247	KainError::runtime	Failed to write derived PTX variant output {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/gpu_artifacts.rs	269	KainError::runtime	Failed to read {}: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/import_c.rs	124	KainError::runtime	Failed to write output: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/import_c.rs	138	KainError::runtime	Unknown target: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/import_c.rs	143	KainError::runtime	Compilation failed: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/import_c.rs	153	KainError::runtime	Failed to write compiled output: {}	KAIN-RUNTIME-XXXX	cli
Runtime	crates/cli/src/import_c.rs	207	KainError::runtime	C import failed: {}	KAIN-RUNTIME-XXXX	cli
