risk_score,file,function,line,operators,alloc_hits,guard_hits,has_cast,expression,reasons
60,net_system.c,abi_net_encode_hex,725,*,,,0,output[length * 2u] = '\0';,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,net_system.c,abi_net_append_bytes,762,*,,,0,(*buffer)[*length] = '\0';,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,net_system.c,abi_net_clear_request_from_server_queue,1035,<<,,,0,server->pending_request_slots &= ~(UINT64_C(1) << slot);,no nearby overflow or range guard | shift-based growth math | pointer or indexed arithmetic
60,net_system.c,abi_net_set_header,1054,*,,,0,headers[*header_count].in_use = 1;,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,net_system.c,abi_net_set_header,1055,*,,,0,"abi_net_copy(headers[*header_count].key, sizeof(headers[*header_count].key), key);",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,net_system.c,abi_net_set_header,1056,*,,,0,"abi_net_copy(headers[*header_count].value, sizeof(headers[*header_count].value), value);",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,net_system.c,abi_net_dispatch_route,1247,*,,,0,KainNativeHttpRoute* route = &server->routes[index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,net_system.c,abi_net_parse_http_request,1384,+,memcpy(,,0,"memcpy(request->body, bytes + header_length, body_length);",no nearby overflow or range guard | size math feeds allocation or copy sink | pointer or indexed arithmetic
60,net_system.c,abi_net_http_concurrency_server_thread,2569,*,,,0,"if (!abi_net_send_all(socket_handle, (const unsigned char*)ctx->request, ctx->request_length)) {",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,net_system.c,abi_net_http_concurrency_server_thread,2580,*|+|-,,,0,"int read_count = recv(socket_handle, (char*)bytes + length, (int)(ctx->response_frame_length - length), 0);",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,net_system.c,abi_net_http_concurrency_server_thread,2830,*,,,0,KainNativeHttpRequest* request = &g_requests[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_low_bit_index_u64,113,>>|*,,,0,return debruijn_index[(one_hot * UINT64_C(0x03f79d71b4cb0a89)) >> 58u];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_clear_slot_unlocked,231,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_helper_slot_from_token_unlocked,293,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_upsert_unlocked,336,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,__kain_ownership_relocate_helper_allocation,454,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_update_unlocked,499,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_begin_observe_slot_unlocked,523,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_end_observe_slot_unlocked,574,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_begin_collapse_slot_unlocked,617,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_end_collapse_slot_unlocked,666,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_begin_share_slot_unlocked,706,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_end_share_slot_unlocked,756,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,ownership.c,kain_ownership_decay_slot_unlocked,796,*,,,0,KainOwnershipRegion* region = &KAIN_OWNERSHIP_REGIONS[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,process_system.c,abi_process_low_bit_index_u64,299,>>|*,,,0,return debruijn_index[(one_hot * UINT64_C(0x03f79d71b4cb0a89)) >> 58u];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,process_system.c,abi_process_decode_hex,536,*,,,0,int high = abi_process_hex_value(bytes_hex[index * 2u]);,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,process_system.c,abi_process_decode_hex,542,<<,,,0,decoded[index] = (unsigned char)((high << 4) | low);,no nearby overflow or range guard | shift-based growth math | pointer or indexed arithmetic
60,process_system.c,abi_process_encode_hex,567,>>|*,,,0,encoded[index * 2u] = alphabet[(bytes[index] >> 4) & 0x0f];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,process_system.c,abi_process_encode_hex,570,*,,,0,encoded[byte_length * 2u] = '\0';,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,process_system.c,abi_process_utf8_buffer_append_quoted_argument,894,*|+,,,0,"if (!abi_process_utf8_buffer_append_chars(buffer, '\\', backslash_count * 2u + 1u)) {",no nearby overflow or range guard | multiplication can amplify overflow | sentinel/null byte style increment
60,process_system.c,abi_process_build_environment_block_w,1108,*,,,0,const KainNativeProcessEnvironmentEntry* override = &spec->environment[index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,process_system.c,kain_attrition_process_fill_snapshot,2119,*,,,0,KainNativeProcessHandle* process = &g_processes[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,realtime.c,realtime_count_array_objects,710,*,,,0,(unsigned long long)compute->dispatch_size[0] *,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,realtime.c,realtime_count_array_objects,711,*,,,0,(unsigned long long)compute->dispatch_size[1] *,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,realtime.c,realtime_count_array_objects,2459,*,,,0,(unsigned long long)bundle->primary_compute.dispatch_size[0] *,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,realtime.c,realtime_count_array_objects,2460,*,,,0,(unsigned long long)bundle->primary_compute.dispatch_size[1] *,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,realtime.c,realtime_count_array_objects,2468,*|+,,,0,"state->phase = fmod(total_time * (1.0 + (double)bundle->primary_compute.neural_node_count), 1.0);",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,reflection.c,json_parse,1441,*|+,,,0,KainTypeSchema* schema = &payload->types[payload->type_count++];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,reflection.c,json_parse,1551,*|+,,,0,KainItemMetadata* item = &payload->items[payload->item_count++];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,reflection.c,reflection_strdup,1776,+,memcpy(,,0,"memcpy(copy, text, length + 1);",no nearby overflow or range guard | size math feeds allocation or copy sink | sentinel/null byte style increment
60,scene.c,kain_scene_query_result_append_hit,131,*,,,0,result->hits[result->hit_count] = *hit;,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,simd.c,kain_simd_dot_scalar_raw,48,*|+,,,0,total += (left[index] + lane_bias) * right[index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,simd.c,kain_simd_affine_stats_scalar_raw,63,*|+,,,0,stats.base_dot += left[index] * right_value;,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,simd.c,kain_simd_dot_avx2_raw,203,*|+,,,0,total += (left[index] + lane_bias) * right[index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,simd.c,kain_simd_affine_stats_avx2_raw,243,*|+,,,0,stats.base_dot += left[index] * right_value;,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,simd.c,kain_simd_dot_avx512_raw,285,*|+,,,0,total += (left[index] + lane_bias) * right[index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,simd.c,kain_simd_affine_stats_avx512_raw,327,*|+,,,0,stats.base_dot += left[index] * right_value;,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_tagged_payload_copy,699,*|+,,,0,"(unsigned char*)out_payload + tagged->payload_size,",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_future_await_payload_copy,843,*|+,,,0,"(unsigned char*)out_payload + future->payload_size,",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_patch_commit,1214,*,,,0,KainNativePatchJournalEntry* entry = &g_kain_native_patch_journal[index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_patch_undo_last,1228,*,,,0,KainNativePatchJournalEntry* entry = &g_kain_native_patch_journal[index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_string_with_len,1334,*|+,,,0,"char* result = (char*)kain_alloc_rc(length + 1, 1);",no nearby overflow or range guard | multiplication can amplify overflow | sentinel/null byte style increment
60,stdlib_abi.c,abi_fs_builder_finish,1557,*,,,0,"const char* result = abi_fs_string_with_len(builder->data, builder->length);",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_create_parent_dirs,1604,+,memcpy(,,0,"memcpy(buffer, path, length + 1);",no nearby overflow or range guard | size math feeds allocation or copy sink | sentinel/null byte style increment
60,stdlib_abi.c,abi_fs_metadata_text,2209,+,memcpy(,,0,"memcpy(buffer, path, length + 1);",no nearby overflow or range guard | size math feeds allocation or copy sink | sentinel/null byte style increment
60,stdlib_abi.c,abi_fs_metadata_text,2682,>>|*,,,0,digest[state_index * 4] = (unsigned char)(ctx->state[state_index] >> 24);,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,2684,>>|*|+,,,0,digest[state_index * 4 + 2] = (unsigned char)(ctx->state[state_index] >> 8);,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,2685,*|+,,,0,digest[state_index * 4 + 3] = (unsigned char)(ctx->state[state_index]);,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,2691,*,,,0,"static void abi_crypto_sha256_bytes(const unsigned char* data, size_t length, unsigned char digest[32]) {",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,2715,>>|*,,,0,output[index * 2u] = ABI_CRYPTO_HEX[bytes[index] >> 4u];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,2718,*,,,0,output[length * 2u] = '\0';,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,2883,*,,,0,"static void abi_blake3_block_words(const unsigned char* block, size_t block_len, uint32_t words[16]) {",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,2891,*|+,,,0,words[index] = abi_blake3_load32_le(padded + (index * 4u));,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,2967,*,,,0,"static void abi_blake3_output_bytes(const KainNativeBlake3Output* output, unsigned char digest[ABI_BLAKE3_OUT_LEN]) {",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,2979,*|+,,,0,"abi_blake3_store32_le(digest + (index * 4u), words[index]);",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,3029,*,,,0,"static void abi_crypto_blake3_bytes(const unsigned char* input, size_t length, unsigned char digest[ABI_BLAKE3_OUT_LEN]) {",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,stdlib_abi.c,abi_fs_metadata_text,3060,*|+,,,0,"abi_blake3_parent_cv(cvs + (read_index * 8u), cvs + ((read_index + 1u) * 8u), cvs + (write_index * 8u));",no nearby overflow or range guard | multiplication can amplify overflow | sentinel/null byte style increment
60,stdlib_abi.c,abi_fs_metadata_text,3135,>>|*,,,0,output[index * 2] = hex[digest[index] >> 4];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
55,actor.c,kain_actor_thread_proc,3046,+,,,1,pending_mailbox_message_count += (uint64_t)actor->mailbox.count;,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,actor.c,kain_actor_thread_proc,3047,+,,,1,pending_mailbox_cached_nodes += (uint64_t)actor->mailbox.free_node_count;,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,actor.c,kain_actor_thread_proc,3057,+,,,1,actor_restart_attempt_count_total += (uint64_t)actor->restart_attempt_count;,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,actor.c,kain_actor_thread_proc,3058,+,,,1,actor_strategy_shutdown_count_total += (uint64_t)actor->strategy_shutdown_count;,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,actor.c,kain_actor_thread_proc,3059,+,,,1,actor_escalation_count_total += (uint64_t)actor->escalation_count;,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,attrition.c,kain_attrition_fragmentation_noise_locked,207,+,,,1,noise_bytes = (size_t)(1u + ((g_kain_attrition_state.allocation_count ^ g_kain_attrition_state.config.seed) % max_bytes));,no nearby overflow or range guard | explicit cast in arithmetic site | sentinel/null byte style increment
55,core.c,kain_map_rebuild_tiny_dispatch,1096,+,,,1,for (entry_index = 0u; entry_index < (uint64_t)map->capacity; ++entry_index) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,core.c,kain_map_find_slot,1439,+,,,1,for (probe_offset = 0u; probe_offset < (uint64_t)map->capacity; probe_offset += 8u) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,core.c,map_get_prehashed,1779,+,,,1,for (probe_offset = 0u; probe_offset < (uint64_t)map->capacity; ++probe_offset) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,diagnostics.c,kain_diagnostic_format,87,-,,,1,if (diag->detail[0] && written > 0 && (size_t)written < out_size - 1) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,diagnostics.c,kain_diagnostic_format,92,-,,,1,if (diag->source_path[0] && written > 0 && (size_t)written < out_size - 1) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,diagnostics.c,kain_diagnostic_format,97,-,,,1,if (diag->code != KAIN_DIAG_CODE_SUCCESS && written > 0 && (size_t)written < out_size - 1) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,diagnostics.c,kain_startup_validation_result_format,330,-,,,1,if (result->bundle_abi_version != 0 && written > 0 && (size_t)written < out_size - 1) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,diagnostics.c,kain_startup_validation_result_format,353,-,,,1,if (result->optional_services_degraded > 0 && written > 0 && (size_t)written < out_size - 1) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,diagnostics.c,kain_startup_validation_result_format,359,-,,,1,if (result->summary[0] && written > 0 && (size_t)written < out_size - 1) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,diagnostics.c,kain_startup_validation_result_format,365,-,,,1,if (result->diagnostics.count > 0 && written > 0 && (size_t)written < out_size - 1) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,memory.c,kain_alloc_cache_bucket,54,-,,,1,return (size_t)(mixed & (KAIN_ALLOC_CACHE_BUCKETS - 1u));,no nearby overflow or range guard | explicit cast in arithmetic site | sentinel/null byte style increment
55,net_system.c,abi_net_parse_url,1088,-,,,1,if ((size_t)(scheme_end - url) >= sizeof(parsed->scheme)) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,net_system.c,abi_net_http_concurrency_server_thread,2654,*,malloc(,SIZE_MAX|overflow,1,accepted_sockets = (SOCKET*)malloc((size_t)rounds * sizeof(SOCKET));,size math feeds allocation or copy sink | multiplication can amplify overflow | explicit cast in arithmetic site
55,ownership.c,kain_ownership_index_insert_unlocked,126,+,,,1,encoded_slot = (uint32_t)slot + 1u;,no nearby overflow or range guard | explicit cast in arithmetic site | sentinel/null byte style increment
55,ownership.c,kain_ownership_index_remove_unlocked,166,+,,,1,encoded_slot = (uint32_t)slot + 1u;,no nearby overflow or range guard | explicit cast in arithmetic site | sentinel/null byte style increment
55,ownership.c,kain_ownership_helper_slot_from_token_unlocked,287,-,,,1,uint32_t slot = (uint32_t)slot_token - 1u;,no nearby overflow or range guard | explicit cast in arithmetic site | sentinel/null byte style increment
55,process_system.c,abi_process_build_environment_block_w,1107,+,,,1,for (index = 0u; index < (size_t)spec->environment_count; index++) {,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,process_system.c,kain_attrition_process_fill_snapshot,2123,+,,,1,process_capture_live_bytes += (uint64_t)process->stdout_capture.length;,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,process_system.c,kain_attrition_process_fill_snapshot,2124,+,,,1,process_capture_live_bytes += (uint64_t)process->stderr_capture.length;,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,process_system.c,kain_attrition_process_fill_snapshot,2125,+,,,1,process_capture_live_bytes += (uint64_t)process->pty_capture.length;,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,reflection.c,json_parse,884,-,,,1,parser->pos = (size_t)(end - parser->json);,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,stdlib_abi.c,abi_tagged_payload_copy,701,-,,,1,(size_t)(out_payload_size - tagged->payload_size),no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,stdlib_abi.c,abi_future_await_payload_copy,845,-,,,1,(size_t)(out_payload_size - future->payload_size),no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,stdlib_abi.c,abi_fs_builder_appendf,1552,+,,,1,builder->length += (size_t)written;,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,stdlib_abi.c,abi_fs_metadata_text,2940,>>,,,1,state[13] = (uint32_t)(counter >> 32u);,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,stdlib_abi.c,abi_fs_metadata_text,3006,-,,,1,output->block_len = (uint32_t)(length - offset);,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
55,stdlib_abi.c,abi_fs_metadata_text,3043,*,malloc(,SIZE_MAX,1,cvs = (uint32_t*)malloc(chunk_count * 8u * sizeof(uint32_t));,size math feeds allocation or copy sink | multiplication can amplify overflow | explicit cast in arithmetic site
55,wire.c,abi_wire_zero_copy_binary_checksum,141,-,,,1,: (int64_t)suffix_counts[KAIN_WIRE_WORD3_MOD - shift];,no nearby overflow or range guard | explicit cast in arithmetic site | pointer or indexed arithmetic
50,actor.c,kain_attrition_actor_update_peak,154,*,,,0,"atomic_uint_least64_t* peak_counter,",no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_borrowed_message_release_match,407,-,,,0,if (g_actor_borrowed_message_stack[index - 1u] == message_data) {,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,actor.c,kain_actor_borrowed_message_release_match,410,-,,,0,g_actor_borrowed_message_stack[tail_index - 1u] =,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,actor.c,kain_actor_reply_port_state_try_copy_completed,752,*,,,0,size_t* out_reply_size,no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_reply_port_state_try_copy_completed_owner_inline,811,*,,,0,size_t* out_reply_size,no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_reply_port_state_wait,838,*,,,0,size_t* out_reply_size,no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_mailbox_init,1454,*,,,0,"static int kain_actor_mailbox_init(KainActorMailbox* mailbox, size_t capacity) {",no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_table_insert,1803,*|+,,,0,id = (KainActorId)(word_index * KAIN_ACTOR_TABLE_WORD_BITS + bit_index);,no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_thread_proc,2206,*,,,0,size_t* out_reply_size,no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_thread_proc,3425,*,,,0,"static void kain_actor_copy_name(char* dest, size_t dest_size, const char* src) {",no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_thread_proc,3590,*,,,0,size_t kain_actor_mailbox_count(const KainActorMailbox* mailbox) {,no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_thread_proc,3597,*,,,0,size_t kain_actor_mailbox_capacity(const KainActorMailbox* mailbox) {,no nearby overflow or range guard | multiplication can amplify overflow
50,actor.c,kain_actor_thread_proc,4214,+,,,0,child->restart_attempt_count = child->restart_attempt_count + 1;,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,actor.c,kain_actor_thread_proc,4215,+,,,0,child->supervisor.restart_count = child->supervisor.restart_count + 1;,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,async.c,kain_async_attrition_update_peak,133,*,,,0,"atomic_uint_least64_t* peak_counter,",no nearby overflow or range guard | multiplication can amplify overflow
50,async.c,kain_async_index_insert,304,*,,,0,"uint32_t* index_table,",no nearby overflow or range guard | multiplication can amplify overflow
50,async.c,kain_async_find_free_task_slot,324,*,,,0,static int kain_async_find_free_task_slot(uint32_t* out_slot) {,no nearby overflow or range guard | multiplication can amplify overflow
50,async.c,kain_async_find_free_timer_slot,341,*,,,0,static int kain_async_find_free_timer_slot(uint32_t* out_slot) {,no nearby overflow or range guard | multiplication can amplify overflow
50,async.c,kain_async_release_task_record_locked,463,<<,,,0,bit = UINT64_C(1) << (slot & 63u);,no nearby overflow or range guard | shift-based growth math
50,async.c,kain_async_release_timer_record_locked,491,<<,,,0,bit = UINT64_C(1) << (slot & 63u);,no nearby overflow or range guard | shift-based growth math
50,async.c,kain_async_allocate_task_record,556,<<,,,0,bit = UINT64_C(1) << (slot & 63u);,no nearby overflow or range guard | shift-based growth math
50,async.c,kain_async_allocate_timer_record,599,<<,,,0,bit = UINT64_C(1) << (slot & 63u);,no nearby overflow or range guard | shift-based growth math
50,attrition.c,kain_attrition_record_event_locked,188,+,,,0,event->event_index = g_kain_attrition_state.event_write_count + 1u;,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,attrition.c,kain_attrition_runtime_copy_events,372,*,,,0,"size_t kain_attrition_runtime_copy_events(KainAttritionEvent* out_events, size_t max_events) {",no nearby overflow or range guard | multiplication can amplify overflow
50,attrition.c,kain_attrition_runtime_write_audit_json,407,*,,,0,"size_t kain_attrition_runtime_write_audit_json(char* out_text, size_t capacity) {",no nearby overflow or range guard | multiplication can amplify overflow
50,attrition.c,kain_attrition_runtime_write_audit_json,488,-,,,0,out_text[capacity - 1u] = '\0';,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,attrition.c,kain_attrition_heap_alloc,534,*,,,0,void* kain_attrition_heap_alloc(size_t total_bytes) {,no nearby overflow or range guard | multiplication can amplify overflow
50,attrition.c,kain_attrition_heap_release,560,*,,,0,"int kain_attrition_heap_release(void* raw_header, size_t total_bytes) {",no nearby overflow or range guard | multiplication can amplify overflow
50,bitfield.c,__kain_bitfield_set,119,<<,,,0,uint64_t shifted_mask = mask << bit_offset;,no nearby overflow or range guard | shift-based growth math
50,bitfield.c,__kain_bitfield_set,122,<<,,,0,unit = (unit & ~shifted_mask) | (encoded << bit_offset);,no nearby overflow or range guard | shift-based growth math
50,compatibility.c,kain_copy_text,25,*,,,0,"static void kain_copy_text(char* out, size_t out_cap, const char* text) {",no nearby overflow or range guard | multiplication can amplify overflow
50,contract.c,contract_copy_cstr,216,*,,,0,"static void contract_copy_cstr(char* out, size_t out_cap, const char* value) {",no nearby overflow or range guard | multiplication can amplify overflow
50,contract.c,contract_append_message,280,+,memcpy(,,0,"memcpy(out + length, value, value_length);",no nearby overflow or range guard | size math feeds allocation or copy sink
50,contract.c,contract_analyze_services,445,*,,,0,"ZeroMemory(bundle, sizeof(*bundle));",no nearby overflow or range guard | multiplication can amplify overflow
50,contract.c,contract_analyze_services,664,*,,,0,"ZeroMemory(validation, sizeof(*validation));",no nearby overflow or range guard | multiplication can amplify overflow
50,converge.c,abi_converge_select_lane_for_key,96,>>,,,0,if (slot->key == key && lane < 64u && ((eligible_mask >> lane) & 1ull) != 0ull) {,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,core.c,kain_string_len_rc,15,*,,,0,static size_t kain_string_len_rc(const char* value) {,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_find_substring_bytes,22,*,,,0,static const char* kain_find_substring_bytes(,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_string_new_with_len,83,*,,,0,"static char* kain_string_new_with_len(const char* src, size_t len) {",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_alloc_rc,119,*,,,0,"void* kain_alloc_rc(size_t size, long long type_tag) {",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_alloc_rc,121,*,,,0,RcHeader* header = (RcHeader*)kain_attrition_heap_alloc(total_size);,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_alloc_rc,136,-,,,0,header->string_length = (type_tag == 1 && size > 0u) ? (size - 1u) : 0u;,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,core.c,kain_alloc,142,*,,,0,void* kain_alloc(size_t size) {,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,KAIN_alloc,146,*,,,0,void* KAIN_alloc(long long size) {,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_string_concat_parts,416,*,,,0,"static char* kain_string_concat_parts(const char* const* parts, size_t count) {",no nearby overflow or range guard | multiplication can amplify overflow
